kepid,kepoi_name,koi_disposition,koi_period,koi_time0bk
10385682,"K06223.01","FALSE POSITIVE",3.103730697,132.8744585
10414727,"K06224.01","CANDIDATE",91.20573037,210.1533987
10414727,"K06224.02","FALSE POSITIVE",253.40538,273.6514
10483644,"K06225.01","FALSE POSITIVE",5.110771787,133.315344
4736569,"K01996.02","CANDIDATE",7.07394528,136.64371
10601549,"K06226.01","FALSE POSITIVE",1.463773705,132.807589
10614158,"K06227.01","FALSE POSITIVE",4.46255312,133.64977
8505215,"K00099.02","FALSE POSITIVE",79.87804945,184.7704412
10662202,"K00750.03","CANDIDATE",14.516741,138.83799
9008103,"K03283.02","CANDIDATE",20.5718107,142.80267
6614926,"K06029.01","FALSE POSITIVE",3.026764871,133.3279059
6628237,"K06030.01","FALSE POSITIVE",3.840130917,135.139765
6694186,"K06031.01","FALSE POSITIVE",5.554227226,135.16203
6934587,"K06032.01","FALSE POSITIVE",1.570919281,132.47362
7219906,"K06033.01","FALSE POSITIVE",35.08976902,153.396702
7257373,"K06034.01","FALSE POSITIVE",5.233450136,133.1261573
7295570,"K06035.01","FALSE POSITIVE",3.6037011,131.6711
7362852,"K06036.01","FALSE POSITIVE",3.518356021,131.8005089
5629353,"K06132.03","CANDIDATE",11.867172,142.985
5641294,"K06133.01","FALSE POSITIVE",2.6160943,132.5162
5738698,"K06134.01","FALSE POSITIVE",2.404386969,133.2105484
4078157,"K01319.02","CANDIDATE",142.685885,175.9722
5768927,"K06135.01","FALSE POSITIVE",4.390513938,132.550761
5814635,"K06136.01","FALSE POSITIVE",3.86963822,131.6242
5816144,"K06137.01","CANDIDATE",12.4970599,140.8987
5816144,"K06137.02","FALSE POSITIVE",7.384681,132.1721
10717220,"K06228.01","CONFIRMED",21.0907909,133.96316
10728219,"K06229.01","FALSE POSITIVE",3.371796653,134.876289
10735988,"K06230.01","FALSE POSITIVE",1.927177921,132.571474
8112324,"K07867.01","FALSE POSITIVE",0.575925434,131.92458
10971944,"K06231.01","FALSE POSITIVE",496.17566,174.0663
10973583,"K06232.01","FALSE POSITIVE",6.256352128,133.543181
10989274,"K06233.01","CONFIRMED",16.17803,132.326
11099351,"K06234.01","FALSE POSITIVE",2.37795507,132.557333
11147460,"K06235.01","FALSE POSITIVE",2.053866175,132.944062
10662202,"K00750.04","FALSE POSITIVE",36.5521313,165.0716
11607193,"K00983.02","FALSE POSITIVE",5.177577252,132.9009561
10743597,"K00989.04","FALSE POSITIVE",4.08029328,131.7047
4247991,"K02311.03","CONFIRMED",104.3519624,190.10261
11968463,"K02433.06","CANDIDATE",6.06330298,136.17607
11968463,"K02433.07","CANDIDATE",86.431871,423.0356
11074835,"K02533.03","CANDIDATE",26.1152887,145.5641
8042747,"K07861.01","FALSE POSITIVE",469.52303,381.4073
9008737,"K02768.03","FALSE POSITIVE",11.83271013,137.5928634
7373877,"K06037.01","FALSE POSITIVE",32.669962587,159.4801924
5792202,"K00841.04","CANDIDATE",269.306232,285.6272
7436177,"K06038.01","FALSE POSITIVE",19.93364711,143.94041
7537945,"K06039.01","FALSE POSITIVE",1.071911311,131.607529
7624297,"K06040.01","FALSE POSITIVE",18.019651402,148.6673673
8109692,"K07864.01","FALSE POSITIVE",117.934158,197.8657
7695093,"K06041.01","FALSE POSITIVE",4.032762189,133.3016604
7749318,"K06042.01","FALSE POSITIVE",2.371589507,132.743293
7777397,"K06043.01","FALSE POSITIVE",5.09112124,135.17945
5817566,"K06138.01","FALSE POSITIVE",4.206070484,132.248423
5952403,"K06139.01","FALSE POSITIVE",0.905677864,132.197687
6032730,"K06141.01","CANDIDATE",96.509214,223.808
6116172,"K06142.01","CANDIDATE",69.64679311,138.283056
6116172,"K06142.02","CANDIDATE",111.65546,148.8939
6116172,"K06142.03","CANDIDATE",86.13201864,164.2236993
4150539,"K01330.02","FALSE POSITIVE",94.219289,196.1952
6182093,"K06143.01","FALSE POSITIVE",297.113395,309.1459
9839821,"K02012.02","CONFIRMED",180.921729,234.3344
11252617,"K06236.01","FALSE POSITIVE",4.478116695,132.8719936
8245108,"K07876.01","FALSE POSITIVE",0.579108481,131.7753
11252617,"K06236.02","FALSE POSITIVE",1.27620899,131.6866
11296437,"K06237.01","FALSE POSITIVE",528.50344,209.8264
11296437,"K06237.02","CANDIDATE",47.14404783,172.855768
11341164,"K06238.01","CANDIDATE",197.05431574,266.1346771
11462969,"K06239.01","CANDIDATE",406.496216,325.9025
11462969,"K06239.02","CANDIDATE",491.61516814,295.3512988
7830321,"K06044.01","FALSE POSITIVE",2.027383251,131.686117
7841986,"K06045.01","FALSE POSITIVE",10.73370737,141.11176
7877820,"K06046.01","FALSE POSITIVE",9.449438672,136.025779
7914906,"K06047.01","FALSE POSITIVE",8.752913958,138.724933
5792202,"K00841.05","CANDIDATE",499.47338,455.5672
8019043,"K06048.01","FALSE POSITIVE",1.985586627,132.9336782
8023317,"K06049.01","FALSE POSITIVE",16.579028045,146.733098
8126531,"K07868.01","FALSE POSITIVE",513.42784,174.3904
8121067,"K06050.01","FALSE POSITIVE",2.064900876,132.874485
6197038,"K06144.01","FALSE POSITIVE",9.751720174,138.538319
6221385,"K06145.01","CONFIRMED",19.672324,134.3013
6221385,"K06145.02","CONFIRMED",32.657035,152.881
6221385,"K06145.03","CANDIDATE",7.3138454,137.561
6362386,"K06146.01","FALSE POSITIVE",4.592401261,133.139791
8260269,"K07877.01","FALSE POSITIVE",6.70995253,134.02352
6449358,"K06147.01","FALSE POSITIVE",5.776794344,133.6275034
6593968,"K06148.01","FALSE POSITIVE",23.19923256,146.6907294
6674908,"K06149.01","FALSE POSITIVE",0.503199724,131.90627
11516930,"K06240.01","FALSE POSITIVE",4.768540307,133.8648842
11558882,"K06241.01","FALSE POSITIVE",73.91858615,154.696798
11656928,"K06242.01","CANDIDATE",212.43503674,239.8349648
11566064,"K00353.03","CANDIDATE",11.1619384,133.5538
8042835,"K07862.01","FALSE POSITIVE",2.38793696,133.22902
2853780,"K02081.02","FALSE POSITIVE",589.17968,185.0175
11656928,"K06242.02","CANDIDATE",76.83994597,171.7707187
11656928,"K06242.03","CANDIDATE",78.86684,143.7314
11673686,"K06243.01","FALSE POSITIVE",4.618767943,133.386655
8153568,"K06051.01","FALSE POSITIVE",3.60727417,133.77548
8167938,"K06052.01","FALSE POSITIVE",2.565717939,133.22148
8167978,"K06053.01","FALSE POSITIVE",22.05274533,151.552457
8168581,"K06054.01","FALSE POSITIVE",2.881338104,132.909319
8230809,"K06055.01","FALSE POSITIVE",4.078355243,132.160073
8364115,"K06056.01","FALSE POSITIVE",7.73590441,137.98785
8458207,"K06057.01","FALSE POSITIVE",3.530164642,134.77535
7825899,"K00896.03","CANDIDATE",28.8672107,156.19578
6946681,"K06150.01","CANDIDATE",48.9528113,139.6768278
4150624,"K01334.02","FALSE POSITIVE",94.225938,196.1319
6946708,"K06151.01","CANDIDATE",431.78556,507.3561
6967278,"K06152.01","FALSE POSITIVE",395.07333,244.4858
7108433,"K06153.01","FALSE POSITIVE",1.51918335,131.913532
7119080,"K06154.01","FALSE POSITIVE",13.59940118,133.0874188
7129465,"K06155.01","FALSE POSITIVE",2.745910734,133.1719105
7174617,"K06156.01","FALSE POSITIVE",1.608363345,131.58432
11724210,"K06244.01","FALSE POSITIVE",5.746017234,132.042549
11775507,"K06245.01","CANDIDATE",144.102562,198.0696
11775507,"K06245.02","CANDIDATE",112.317402,241.6462
11856178,"K06246.01","CANDIDATE",9.13315062,139.9861
11867071,"K06247.01","FALSE POSITIVE",3.963787093,135.029951
11975363,"K06248.01","FALSE POSITIVE",1.759208679,132.6537254
12207117,"K06249.01","FALSE POSITIVE",1.6031794,131.5678
6768394,"K02086.04","CANDIDATE",335.56311,340.6688
8580438,"K06058.01","FALSE POSITIVE",6.496031958,135.4687416
8581232,"K06059.01","FALSE POSITIVE",4.012537983,134.652406
8655458,"K06060.01","FALSE POSITIVE",1.594162001,132.634679
8695779,"K06061.01","FALSE POSITIVE",10.238939876,132.722552
8953059,"K06062.01","FALSE POSITIVE",5.499941387,136.869403
9048145,"K06063.01","FALSE POSITIVE",8.667826242,137.3415297
9214712,"K06064.01","FALSE POSITIVE",265.2996227,316.91977
9214715,"K06065.01","FALSE POSITIVE",265.2999623,316.91821
7190639,"K06157.01","FALSE POSITIVE",98.1020983,170.33189
7198881,"K06158.01","FALSE POSITIVE",182.467019,215.019
7198881,"K06158.02","FALSE POSITIVE",126.57837267,198.1194352
7422883,"K06159.01","FALSE POSITIVE",11.41437505,142.59649
10545066,"K00337.02","CANDIDATE",154.607419,250.5204
7663405,"K01519.02","CANDIDATE",57.132855,152.9919
7464205,"K06160.01","FALSE POSITIVE",151.31847,148.9275
7622059,"K06161.01","FALSE POSITIVE",10.4032399,138.18443
12367464,"K06250.01","FALSE POSITIVE",1.853209359,132.249661
12470041,"K06251.01","FALSE POSITIVE",14.66769462,139.161736
11358389,"K02163.03","CANDIDATE",28.2251049,153.7452
5706595,"K02183.03","CANDIDATE",150.381954,205.2811
12885212,"K02184.02","CANDIDATE",95.906433,226.921
8179286,"K07869.01","FALSE POSITIVE",11.4132144,140.11988
3548044,"K02194.03","CANDIDATE",445.21685,202.847
2581191,"K02203.02","FALSE POSITIVE",172.178768,139.442
8168187,"K02209.02","CANDIDATE",35.502865,150.4186
9221398,"K06066.01","FALSE POSITIVE",13.787520532,136.762097
9411317,"K06067.01","FALSE POSITIVE",8.2904597,132.24956
9605514,"K00945.03","CANDIDATE",66.789347,184.4713
9418619,"K06068.01","CANDIDATE",6.150251376,134.4228253
9532123,"K06069.01","FALSE POSITIVE",8.214204254,135.01403
9549471,"K06070.01","FALSE POSITIVE",15.71377375,132.09973
9649222,"K06071.01","FALSE POSITIVE",5.918619554,132.924716
9664215,"K06072.01","FALSE POSITIVE",3.319523463,131.923046
7750740,"K06162.01","FALSE POSITIVE",5.874197307,134.3187261
7779942,"K06163.01","FALSE POSITIVE",19.7959731,135.93667
7835312,"K06164.01","CANDIDATE",29.5126153,134.7234
7835312,"K06164.02","FALSE POSITIVE",209.00055019,149.8223238
7838906,"K06165.01","FALSE POSITIVE",5.614892073,132.842964
7908367,"K06166.01","CONFIRMED",12.2064304,134.053
7908367,"K06166.02","CONFIRMED",6.6513189,135.289
7940533,"K06167.01","FALSE POSITIVE",3.905532605,133.349361
4142847,"K02210.02","CONFIRMED",210.631486,300.72292
9221517,"K02281.02","CANDIDATE",455.27405,367.95
11623629,"K00365.02","CANDIDATE",117.761,175.5599
10730703,"K02327.02","CANDIDATE",46.331703,173.2164
4665571,"K02393.02","CONFIRMED",0.766691517,132.19667
6364215,"K02404.02","FALSE POSITIVE",5.2438528,132.6659
7047363,"K02432.02","FALSE POSITIVE",93.6273251,222.5881699
7289317,"K02450.02","CANDIDATE",7.1931193,137.2737
9714358,"K06073.01","FALSE POSITIVE",6.474202359,134.3950738
9851123,"K06074.01","FALSE POSITIVE",8.4803048,135.85228
9966115,"K06075.01","FALSE POSITIVE",8.947426242,132.0457395
10026458,"K06076.01","FALSE POSITIVE",9.93443795,132.87307
10139305,"K06077.01","FALSE POSITIVE",2.173552528,132.3118
7375348,"K00266.02","CANDIDATE",47.7439509,160.15905
1432789,"K00992.02","CANDIDATE",4.57834367,132.2982
10288922,"K06078.01","FALSE POSITIVE",10.157715971,139.442275
12266636,"K01522.02","CANDIDATE",12.654896,134.6826
7974634,"K06168.01","CANDIDATE",131.258668,182.3187
8182107,"K07870.01","CANDIDATE",92.552007,221.5872
7974634,"K06168.02","CANDIDATE",75.072964,147.1591
7974634,"K06168.03","FALSE POSITIVE",404.701927,196.6089
8043882,"K06169.01","FALSE POSITIVE",0.779609509,131.67843
8058507,"K06170.01","FALSE POSITIVE",15.80529628,135.9561178
8095099,"K06171.01","FALSE POSITIVE",2.103239235,132.8681395
8163784,"K06172.01","CANDIDATE",31.8134892,137.82331
2305866,"K02610.02","CANDIDATE",115.230655,176.644
12206313,"K02714.03","CONFIRMED",184.262741,255.2287
5184911,"K02719.02","CANDIDATE",106.25976,132.2417
6436029,"K02828.02","CANDIDATE",505.462916,458.07755
7767162,"K02869.02","CANDIDATE",274.743032,300.5018
9478990,"K00423.02","CANDIDATE",360.477635,253.9112
10793172,"K02871.03","CANDIDATE",18.0811429,140.5222
10122538,"K02926.03","CONFIRMED",20.9569985,139.07664
10659313,"K06079.01","FALSE POSITIVE",15.249335907,143.662829
10710755,"K06080.01","FALSE POSITIVE",4.816610903,133.763636
10727668,"K06081.01","FALSE POSITIVE",2.305903447,131.7928588
10735519,"K06082.01","FALSE POSITIVE",1.814128042,131.938871
8197767,"K07871.01","FALSE POSITIVE",1.247121237,132.39461
10935310,"K06083.01","FALSE POSITIVE",4.128795314,132.5796644
11021252,"K06084.01","FALSE POSITIVE",3.269176601,133.257825
11404644,"K06085.01","CANDIDATE",5.902596818,136.388994
11408935,"K06086.01","FALSE POSITIVE",15.995094054,147.305407
8165617,"K06173.01","CANDIDATE",214.013044,179.8607
8181016,"K06174.01","FALSE POSITIVE",0.70914232,132.1761
8197761,"K06175.01","FALSE POSITIVE",9.86869589,138.99584
4840513,"K01541.02","FALSE POSITIVE",66.34455122,153.314206
8223568,"K06176.01","CANDIDATE",143.09688,143.701
8223568,"K06176.02","CANDIDATE",73.4567573,172.3647107
8265156,"K06177.01","FALSE POSITIVE",0.978362973,132.126
8355178,"K06178.01","CANDIDATE",13.0327301,133.6778
10122538,"K02926.04","CONFIRMED",37.6333868,158.8156
4770174,"K02971.02","CANDIDATE",31.9533679,159.6588
9838804,"K03028.02","CANDIDATE",458.16754,462.2522
9020114,"K03088.02","CANDIDATE",67.8766605,187.3703
6609270,"K03090.02","FALSE POSITIVE",15.0367776,133.6558
7983117,"K03214.02","CANDIDATE",25.0901574,138.4988
11125797,"K03371.02","CONFIRMED",12.25384348,143.70549
9966219,"K03401.02","CANDIDATE",326.6708,327.7185
11974540,"K00129.02","CANDIDATE",143.21109362,221.7556468
7219825,"K00238.03","CANDIDATE",362.97828,256.5011
9958962,"K00593.04","CANDIDATE",240.192808,168.3047
11519226,"K06087.01","FALSE POSITIVE",22.16127178,148.46378
1718189,"K00993.03","CANDIDATE",86.723653,195.3511
11756821,"K06088.01","FALSE POSITIVE",2.745121487,133.619276
11769146,"K06089.01","FALSE POSITIVE",282.9656538,193.502758
11812199,"K06090.01","FALSE POSITIVE",37.32030954,135.426946
8263187,"K07878.01","CANDIDATE",36.566324,141.4473
11826400,"K06091.01","FALSE POSITIVE",5.889372452,134.779685
12010534,"K06092.01","FALSE POSITIVE",2.581595167,132.947414
2019477,"K06093.01","CANDIDATE",20.5736113,149.1939
7116117,"K03163.01","FALSE POSITIVE",0.566801886,131.8258
7868092,"K03169.01","FALSE POSITIVE",180.71809,222.2962
3337061,"K03172.01","FALSE POSITIVE",6.5583706,133.83031
9826171,"K03173.01","FALSE POSITIVE",434.39148,131.4436
3936658,"K03180.01","FALSE POSITIVE",71.1577054,178.29611
4577484,"K03181.01","FALSE POSITIVE",73.26417,173.8331
4735826,"K03184.02","CONFIRMED",11.3220104,142.7143
5005618,"K03186.01","FALSE POSITIVE",681.9363102,289.0653808
4663658,"K03187.01","FALSE POSITIVE",0.705891195,131.62062
10467815,"K03191.01","FALSE POSITIVE",377.88909,143.4845
10847721,"K03192.01","FALSE POSITIVE",199.21638,293.6619
10118942,"K03195.01","FALSE POSITIVE",121.70747,229.2617
9471539,"K03198.01","FALSE POSITIVE",273.528359,246.3207
5482603,"K03199.01","FALSE POSITIVE",3.88258905,134.82111
2305819,"K03201.01","FALSE POSITIVE",135.57186,245.3504
9518710,"K03207.01","CANDIDATE",0.954388314,132.44537
10284575,"K03210.01","FALSE POSITIVE",173.06929,221.2582
3342952,"K03215.01","FALSE POSITIVE",1.039046871,131.54272
10338624,"K03222.01","FALSE POSITIVE",0.607538435,131.70989
5307990,"K03228.01","FALSE POSITIVE",0.98762513,131.97212
2142501,"K03233.01","FALSE POSITIVE",113.0707574,171.705
2713018,"K03235.01","FALSE POSITIVE",66.713573,170.075
8413968,"K03251.01","FALSE POSITIVE",135.223193,246.3872
9008103,"K03283.01","FALSE POSITIVE",195.7093855,177.4118
4376629,"K03378.01","FALSE POSITIVE",27.6775212,146.1243
3958301,"K03381.01","FALSE POSITIVE",35.2340413,164.0831
8211605,"K03405.01","FALSE POSITIVE",20.9794338,147.72605
11098573,"K03406.01","FALSE POSITIVE",15.6937855,131.9841
7289338,"K03420.01","CANDIDATE",5.77451117,134.51434
9837586,"K03442.01","FALSE POSITIVE",20.73376301,132.84493
6021655,"K03488.01","FALSE POSITIVE",63.571688,186.4598
8308682,"K03507.01","FALSE POSITIVE",338.20075,263.5018
11442793,"K00351.07","CONFIRMED",124.922516,129.7295
3344427,"K03764.01","FALSE POSITIVE",1.303570451,146.145985
6205481,"K03774.01","FALSE POSITIVE",3.72277264,136.51757
4474637,"K03829.01","FALSE POSITIVE",3.886730304,135.0201
8435232,"K03833.01","FALSE POSITIVE",49.5740154,201.97177
6462874,"K01231.02","FALSE POSITIVE",10.42360821,138.01504
8218379,"K01920.02","CANDIDATE",10.1384691,137.7149
11450414,"K01992.03","CONFIRMED",85.517344,181.351
5217733,"K03155.01","FALSE POSITIVE",161.2529031,189.10446
4150611,"K03156.01","FALSE POSITIVE",0.761119678,131.68986
4150611,"K03156.04","FALSE POSITIVE",94.212787,196.3636
5706592,"K06618.01","CANDIDATE",8.6040858,138.163
5716244,"K06619.01","FALSE POSITIVE",1.330333096,132.785555
5725851,"K06620.01","FALSE POSITIVE",1.140133012,132.34077
5731312,"K06621.01","FALSE POSITIVE",7.946367138,135.0947711
5735878,"K06622.01","FALSE POSITIVE",16.832079803,133.1746947
5736461,"K06623.01","FALSE POSITIVE",7.346159047,136.8912771
5737869,"K06624.01","FALSE POSITIVE",26.2402438,151.5242
5771589,"K06625.01","FALSE POSITIVE",10.738427243,139.893962
8364232,"K07882.01","CANDIDATE",65.415183,140.2325
6670742,"K06753.01","CANDIDATE",72.28198,156.753
6672229,"K06754.01","FALSE POSITIVE",23.832382513,143.2182023
6676725,"K06755.01","FALSE POSITIVE",1.428766771,132.1908553
6695622,"K06756.01","FALSE POSITIVE",14.5567427,135.6994
6695889,"K06757.01","FALSE POSITIVE",1.106560721,132.3745985
6697716,"K06758.01","FALSE POSITIVE",0.721624431,131.859672
6697976,"K06759.01","CANDIDATE",371.70965709,163.4814151
6698670,"K06760.01","FALSE POSITIVE",10.81589054,139.7935811
7541746,"K06886.01","FALSE POSITIVE",4.1747072,134.604
7584778,"K06887.01","FALSE POSITIVE",0.622303871,132.0916
7588436,"K06888.01","FALSE POSITIVE",23.3924063,139.7612
7592529,"K06889.01","CANDIDATE",75.906736,185.6963
7592922,"K06890.01","CANDIDATE",2.15888911,131.97752
7597703,"K06891.01","FALSE POSITIVE",4.608901433,133.9949845
7602351,"K06892.01","CANDIDATE",17.5806026,148.6715
7605600,"K06893.01","FALSE POSITIVE",3.326193904,133.329774
8312222,"K07017.01","FALSE POSITIVE",12.823275455,136.1765764
8314801,"K07018.01","FALSE POSITIVE",37.183276326,158.645758
8316503,"K07019.01","FALSE POSITIVE",5.065329723,134.9819163
8330575,"K07020.01","FALSE POSITIVE",0.957079167,131.7737065
8345358,"K07021.01","FALSE POSITIVE",9.380632783,132.5586444
8358008,"K07022.01","FALSE POSITIVE",10.064687893,135.251088
8362974,"K07023.01","CANDIDATE",2.71772323,133.9451
8364119,"K07024.01","FALSE POSITIVE",7.73591011,137.9876592
9278021,"K07152.01","FALSE POSITIVE",3.359470825,133.952372
9284741,"K07153.01","FALSE POSITIVE",20.729255112,134.55034
9286728,"K07154.01","FALSE POSITIVE",3.04459739,132.4989
9291368,"K07155.01","FALSE POSITIVE",3.796448299,131.37037
9291368,"K07155.02","FALSE POSITIVE",3.79654367,133.2353
9291748,"K07156.01","FALSE POSITIVE",15.926990634,144.4526221
9301564,"K07157.01","CANDIDATE",23.9830523,136.7741
9304561,"K07158.01","FALSE POSITIVE",1.219049953,132.09455
9328852,"K07159.01","FALSE POSITIVE",0.64585177,131.889136
10089123,"K07283.01","CANDIDATE",134.413808,227.9768
10091257,"K07284.01","FALSE POSITIVE",1.70192371,131.955498
10093664,"K07285.01","FALSE POSITIVE",1.20693963,132.63953
10095512,"K07286.01","FALSE POSITIVE",3.008602107,132.923023
10098534,"K07287.01","FALSE POSITIVE",41.81145,166.5262
10129482,"K07288.01","FALSE POSITIVE",0.846291334,132.1935855
10155080,"K07289.01","FALSE POSITIVE",1.930451347,131.770748
10156064,"K07290.01","FALSE POSITIVE",2.427967843,133.598772
8555967,"K07894.01","CANDIDATE",347.97611,169.433
11198723,"K07417.01","FALSE POSITIVE",6.840305932,137.5713643
11199725,"K07418.01","FALSE POSITIVE",1.032967155,131.92284
11200773,"K07419.01","FALSE POSITIVE",2.489550708,132.044138
11228612,"K07420.01","FALSE POSITIVE",2.980479588,134.40206
11232745,"K07421.01","FALSE POSITIVE",4.81712182,133.10276
11233911,"K07422.01","FALSE POSITIVE",2.479948394,133.643169
11234677,"K07423.01","FALSE POSITIVE",1.58742695,131.9849807
11235323,"K07424.01","FALSE POSITIVE",19.668404822,132.523858
3765917,"K04526.02","CANDIDATE",11.8187288,132.51
3547760,"K04535.02","CANDIDATE",5.78901936,136.9845
8652360,"K04562.02","FALSE POSITIVE",0.968065631,131.97214
5476671,"K04598.02","FALSE POSITIVE",0.824181335,131.68906
11290515,"K04716.02","CANDIDATE",12.26708306,141.2841427
4919550,"K04766.02","FALSE POSITIVE",2.45261841,133.60879
8216763,"K04838.02","CANDIDATE",6.33342309,133.7198
6767227,"K04871.02","CANDIDATE",5.522479,133.1184
8094120,"K04881.02","FALSE POSITIVE",0.706423768,132.15228
3854496,"K06368.01","CANDIDATE",9.4588054,136.8156
3858757,"K06369.01","FALSE POSITIVE",25.9534494,154.8716
3858767,"K06370.01","FALSE POSITIVE",3.49550335,132.0754
3858884,"K06371.01","FALSE POSITIVE",25.95193721,154.881253
3936061,"K06372.01","CANDIDATE",71.008017,140.865
3938073,"K06373.01","FALSE POSITIVE",31.024310431,158.8651537
3972391,"K06374.01","FALSE POSITIVE",0.634131057,131.78951
3972432,"K06375.01","CANDIDATE",2.90805147,134.3193
3973002,"K06376.01","FALSE POSITIVE",1.992098705,132.891052
5025217,"K06496.01","FALSE POSITIVE",1.78752921,132.4646
5025234,"K06497.01","FALSE POSITIVE",1.77555333,131.92
5025294,"K06498.01","FALSE POSITIVE",5.462689263,134.26516
5026187,"K06499.01","FALSE POSITIVE",3.58966681,134.56621
5031804,"K06500.01","FALSE POSITIVE",1.37347867,132.22105
5031882,"K06501.01","FALSE POSITIVE",1.00960235,131.6797
5036516,"K06502.01","FALSE POSITIVE",1.060996585,132.53457
5036530,"K06503.01","FALSE POSITIVE",2.735152701,133.6322499
5781192,"K06626.01","FALSE POSITIVE",9.459993213,138.3433458
5802285,"K06627.01","FALSE POSITIVE",1.208524388,131.985195
5802470,"K06628.01","FALSE POSITIVE",3.79187443,134.134368
5807579,"K06629.01","FALSE POSITIVE",17.844323157,133.6947708
5809372,"K06630.01","FALSE POSITIVE",34.6506368,143.0279
5860347,"K06631.01","CANDIDATE",2.56271232,131.69665
5871918,"K06632.01","FALSE POSITIVE",12.643303542,139.7603975
5894825,"K06633.01","FALSE POSITIVE",1.36293943,132.7485
8374394,"K07883.01","FALSE POSITIVE",185.103836,296.7426
6706287,"K06761.01","FALSE POSITIVE",1.267693801,132.120397
6715997,"K06762.01","CANDIDATE",15.08186,141.7289
6763884,"K06763.01","CANDIDATE",2.44693823,133.00092
6766748,"K06764.01","FALSE POSITIVE",7.002865192,136.013297
6768616,"K06765.01","CANDIDATE",13.05609,140.7128
6774408,"K06766.01","FALSE POSITIVE",0.85450941,132.2059
6778289,"K06767.01","FALSE POSITIVE",30.130130001,152.231115
6781047,"K06768.01","FALSE POSITIVE",7.0435762,136.2789
6781535,"K06769.01","FALSE POSITIVE",9.12208711,138.8352077
8440062,"K07886.01","FALSE POSITIVE",366.71923,185.6459
7622072,"K06894.01","FALSE POSITIVE",6.373454978,136.899832
7630658,"K06895.01","FALSE POSITIVE",1.075577069,131.558551
7631194,"K06896.01","FALSE POSITIVE",0.811390968,131.8759
7662209,"K06897.01","FALSE POSITIVE",14.6494599,132.1027
7663804,"K06898.01","FALSE POSITIVE",321.00742,301.0957
7668648,"K06899.01","FALSE POSITIVE",27.81892382,158.10282
7670485,"K06900.01","FALSE POSITIVE",8.467706136,139.412302
7670617,"K06901.01","FALSE POSITIVE",24.70361995,136.13429
8367298,"K07025.01","FALSE POSITIVE",5.1348689,134.236
8374499,"K07026.01","FALSE POSITIVE",5.251918489,136.74098
8378656,"K07027.01","FALSE POSITIVE",3.62944008,134.701164
8378922,"K07028.01","FALSE POSITIVE",43.263305017,150.3780757
8379547,"K07029.01","FALSE POSITIVE",6.042029838,132.205367
8381592,"K07030.01","FALSE POSITIVE",2.892087553,133.201742
8382339,"K07031.01","FALSE POSITIVE",5.40597608,131.61052
8394475,"K07032.01","CANDIDATE",3.64049242,134.96786
8398290,"K07033.01","FALSE POSITIVE",0.510804497,131.88057
9328864,"K07160.01","FALSE POSITIVE",0.645850521,131.88911
9334490,"K07161.01","FALSE POSITIVE",18.84497113,149.94759
9340411,"K07162.01","CANDIDATE",5.1581317,131.7314
9344623,"K07163.01","FALSE POSITIVE",14.759477667,139.7828128
9353182,"K07164.01","FALSE POSITIVE",10.476258265,136.5282906
9357275,"K07165.01","FALSE POSITIVE",1.588298157,132.1833032
9357375,"K07166.01","FALSE POSITIVE",1.58826263,132.19139
9392702,"K07167.01","FALSE POSITIVE",3.909314318,131.8944811
9394920,"K07168.01","FALSE POSITIVE",1.38385822,132.762
8524110,"K07891.01","FALSE POSITIVE",0.79708975,131.8481
10163067,"K07291.01","CANDIDATE",25.9136674,131.8232
10164018,"K07292.01","FALSE POSITIVE",8.5412411,131.6163
10189523,"K07293.01","FALSE POSITIVE",1.013922622,132.414157
10198109,"K07294.01","FALSE POSITIVE",17.918743061,146.3929572
10208759,"K07295.01","FALSE POSITIVE",2.287515702,132.3567704
10214328,"K07296.01","FALSE POSITIVE",659.2907,254.33
10215422,"K07297.01","FALSE POSITIVE",24.847087207,154.1275658
10257903,"K07298.01","FALSE POSITIVE",0.85574731,131.8240876
10258558,"K07299.01","FALSE POSITIVE",20.867855659,136.4038679
11240948,"K07425.01","FALSE POSITIVE",3.401949837,134.6247
11241560,"K07426.01","CANDIDATE",6.96197304,135.55021
11244571,"K07427.01","CANDIDATE",7.8935324,133.8053
11250867,"K07428.01","FALSE POSITIVE",2.252822538,131.6331462
11251058,"K07429.01","FALSE POSITIVE",2.25284817,131.6206
11282568,"K07430.01","CANDIDATE",1.320499473,132.61488
11285625,"K07431.01","FALSE POSITIVE",5.39525573,131.542553
11286311,"K07432.01","CANDIDATE",13.1538409,143.31
4732015,"K05076.02","FALSE POSITIVE",0.939740093,131.7401
8043638,"K00460.02","CANDIDATE",36.0484798,150.0591
11176166,"K05875.02","CANDIDATE",4.2742605,133.0463
9214712,"K06064.02","FALSE POSITIVE",265.299451,326.26375
9214715,"K06065.02","FALSE POSITIVE",265.310499,326.24511
7838906,"K06165.02","FALSE POSITIVE",35.4261827,161.164
1026032,"K06252.01","FALSE POSITIVE",8.460438928,133.7744903
1293379,"K06253.01","CANDIDATE",27.556452,132.1916
3973504,"K06377.01","FALSE POSITIVE",4.318726936,131.605675
4042088,"K06378.01","FALSE POSITIVE",3.22598684,134.7245837
4055092,"K06379.01","FALSE POSITIVE",76.45315813,133.986308
4067549,"K06380.01","FALSE POSITIVE",7.698431197,137.868033
4069063,"K06381.01","FALSE POSITIVE",0.504296702,131.905285
